indicator,period,source,location,value,value_type,Sub-dashboard
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Onitsha North LGA,18.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Onitsha North LGA,34.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Onitsha North LGA,68.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Onicha LGA,2.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Onicha LGA,7.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Onicha LGA,6.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Onicha LGA,5.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Onicha LGA,4.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Onicha LGA,4.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Onicha LGA,4.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Ondo West LGA,15.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ondo West LGA,22.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ondo West LGA,47.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ondo West LGA,20.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ondo West LGA,25.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ondo West LGA,15.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ondo West LGA,10.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Ondo East LGA,30.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ondo East LGA,22.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ondo East LGA,32.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ondo East LGA,27.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ondo East LGA,16.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ondo East LGA,9.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ondo East LGA,7.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Ona Ara LGA,9.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ona Ara LGA,29,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ona Ara LGA,21.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ona Ara LGA,14.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ona Ara LGA,8.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ona Ara LGA,6.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ona Ara LGA,8.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Omuma LGA,0.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Omuma LGA,3.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Omuma LGA,0.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Omuma LGA,1.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Omuma LGA,7.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Omuma LGA,1.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Omuma LGA,5.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Omala LGA,9,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Omala LGA,17.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Omala LGA,12.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Omala LGA,15.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Omala LGA,10.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Omala LGA,8.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Omala LGA,9.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oluyole LGA,50.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oluyole LGA,16.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oluyole LGA,13.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oluyole LGA,14.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oluyole LGA,7.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oluyole LGA,6.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oluyole LGA,11.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Olorunsogo LGA,11.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Olorunsogo LGA,7.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Olorunsogo LGA,6.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Olorunsogo LGA,6.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Olorunsogo LGA,9.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Olorunsogo LGA,8.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Olorunsogo LGA,9.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Olorunda LGA,46.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Olorunda LGA,76.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Olorunda LGA,39.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Olorunda LGA,54.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Olorunda LGA,32.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Olorunda LGA,22.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Olorunda LGA,11.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Olamaboro LGA,1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Olamaboro LGA,6.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Olamaboro LGA,1.9,Routine,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Abia,39.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Abia,37.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Abia,31.6,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Abia,26.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,FCT,39.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,FCT,36.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,FCT,34,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,FCT,33.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Adamawa,54.9,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Adamawa,50,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Adamawa,37.9,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Adamawa,30.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Akwa Ibom,37.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Akwa Ibom,36.6,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Akwa Ibom,31.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Akwa Ibom,25.4,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Anambra,36.4,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Anambra,34,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Anambra,28.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Anambra,24.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Bauchi,58.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Bauchi,54.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Bauchi,49.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Bauchi,45.4,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Bayelsa,54.5,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Bayelsa,49.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Bayelsa,40.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Bayelsa,35.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Benue,42.6,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Benue,42.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Benue,37.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Benue,31.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Borno,53.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Borno,46.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Borno,34.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Borno,26.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Cross River,39,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Cross River,37.9,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Cross River,32.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Cross River,25.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Delta,41,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Delta,38,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Delta,32.9,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Delta,27.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Ebonyi,45.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Ebonyi,43.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Ebonyi,36.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Ebonyi,29.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Edo,34.9,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Edo,32.6,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Edo,29.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Edo,25.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Ekiti,30.5,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Ekiti,28.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Ekiti,28.5,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Ekiti,28.5,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Enugu,37.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Enugu,35.9,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Enugu,30.4,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Enugu,25.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Gombe,55.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Gombe,48,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Gombe,40,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Gombe,35.6,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Imo,40.5,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Imo,37.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Imo,31,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Imo,25.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Jigawa,62.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Jigawa,56.5,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Jigawa,51.6,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Jigawa,50.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Kaduna,46.9,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Kaduna,43.4,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Kaduna,42.4,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Kaduna,40.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Kano,63.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Kano,56.6,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Kano,53.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Kano,55.5,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Katsina,58.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Katsina,52.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Katsina,47.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Katsina,43.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Kebbi,52.9,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Kebbi,52.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Kebbi,50.5,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Kebbi,45.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Kogi,38.6,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Kogi,37,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Kogi,35,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Kogi,32.5,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Kwara,30.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Kwara,27.9,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Kwara,29.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Kwara,30.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Lagos,36.4,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Lagos,31.5,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Lagos,30.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Lagos,27.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Nasarawa,48.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Nasarawa,47.6,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Nasarawa,45.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Nasarawa,42.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Niger,40.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Niger,39.5,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Niger,41.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Niger,41.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Ogun,43.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Ogun,38.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Ogun,37.4,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Ogun,34.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Ondo,37,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Ondo,34.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Ondo,32.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Ondo,29.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Osun,32.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Osun,30.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Osun,30.6,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Osun,30.4,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Oyo,33.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Oyo,30.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Oyo,32,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Oyo,29.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Plateau,49.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Plateau,45.6,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Plateau,43.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Plateau,37.4,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Rivers,41.4,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Rivers,39,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Rivers,32.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Rivers,27.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Sokoto,55,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Sokoto,53.1,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Sokoto,43.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Sokoto,39.6,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Taraba,51.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Taraba,47.9,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Taraba,38.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Taraba,33.5,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Yobe,50.8,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Yobe,42.4,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Yobe,34.7,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Yobe,30.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2000,IHME,Zamfara,57.2,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2005,IHME,Zamfara,55.5,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2010,IHME,Zamfara,53.3,Estimate,Health_Outcomes
Neonatal mortality rate (per 1000 live births),2015,IHME,Zamfara,50.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Abia,11.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Abia,10.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Abia,10,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Abia,9.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Abia,8.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Abia,8.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Abia,8.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Abia,9.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Abia,9.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Abia,10,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Abia,10,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Abia,10.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Abia,12.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Abia,15.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Abia,16.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Abia,16.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Abia,16.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,FCT,33.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,FCT,32.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,FCT,32,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,FCT,31.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,FCT,30.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,FCT,29.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,FCT,29.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,FCT,30.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,FCT,30.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,FCT,28.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,FCT,26.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,FCT,25.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,FCT,28.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,FCT,31.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,FCT,34.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,FCT,36.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,FCT,37.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Adamawa,24.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Adamawa,22.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Adamawa,21,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Adamawa,18.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Adamawa,16.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Adamawa,14.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Adamawa,13.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Adamawa,12.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Adamawa,12.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Adamawa,12.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Adamawa,13,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Adamawa,14.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Adamawa,16.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Adamawa,20.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Adamawa,23.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Adamawa,25.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Adamawa,26.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Akwa Ibom,9.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Akwa Ibom,9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Akwa Ibom,8.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Akwa Ibom,7.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Akwa Ibom,7.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Akwa Ibom,7.2,Estimate,Health_Outcomes
